date, commit, db, kind, version, env, pages, failures
2024-02-27T22:14:32,17d15556bb15fb3c487ba8a579adbc63900110c2,neuroscience-su-d9_live_2024-02-27T22-14-32_UTC_database.sql,drupal,9.5.11,live,100,100
